name,target,sample_type,binder_len,energy,boltz_ipsae,boltz_iptm,boltz_binder_plddt,af2_ipsae,af2_iptm,af2_binder_plddt
4ZQK_PD-L1_top20_13,4ZQK_PD-L1,top20,129,-0.7541759192943573,0.22483713924884796,0.6258658766746521,75.25022888183594,0.0,0.09357300773262978,27.279603958129883
4ZQK_PD-L1_top20_14,4ZQK_PD-L1,top20,129,-0.7073253452777862,0.3725537955760956,0.7482036352157593,84.6299057006836,0.0,0.09682408347725868,29.835637092590332
4ZQK_PD-L1_random_15,4ZQK_PD-L1,random,42,-0.03640795648097992,0.6025041937828064,0.8306260108947754,39.1335563659668,0.0,0.0744495652616024,42.34221267700195
4ZQK_PD-L1_random_16,4ZQK_PD-L1,random,82,-0.6067935228347778,0.013735714368522167,0.47623440623283386,41.82501220703125,0.0,0.10046848654747009,36.82005500793457
4ZQK_PD-L1_random_17,4ZQK_PD-L1,random,82,-0.07646193020045758,0.013088367879390717,0.4504035413265228,40.10636901855469,0.013678894378244877,0.1691470891237259,39.339738845825195
4ZQK_PD-L1_random_18,4ZQK_PD-L1,random,95,-0.7264035642147064,0.0,0.2812533676624298,86.02405548095703,0.0,0.07442935183644295,64.17728805541992
4ZQK_PD-L1_random_19,4ZQK_PD-L1,random,175,-0.05527075529098511,0.0,0.2722419798374176,64.29122924804688,0.0,0.11033662036061287,31.79287338256836
4ZQK_PD-L1_random_20,4ZQK_PD-L1,random,121,-0.3691825091838837,0.013285703025758266,0.4328308403491974,94.7886962890625,0.0,0.1147627905011177,30.7352237701416
4ZQK_PD-L1_random_21,4ZQK_PD-L1,random,82,-0.05347944498062134,0.018103523179888725,0.28440672159194946,50.47160720825195,0.007947842590510845,0.15781906247138977,42.550283432006836
4ZQK_PD-L1_random_22,4ZQK_PD-L1,random,98,-0.0764680027961731,0.0,0.33655956387519836,86.49785614013672,0.0,0.09695949777960777,55.01673698425293
4ZQK_PD-L1_random_23,4ZQK_PD-L1,random,82,-0.05645034313201905,0.016908714547753334,0.41444331407546997,56.65502166748047,0.006711293943226337,0.12522896751761436,42.92908477783203
4ZQK_PD-L1_random_24,4ZQK_PD-L1,random,129,-0.5935741364955902,0.012443103827536106,0.28325486183166504,82.1568374633789,0.0,0.09969856217503548,29.218070030212402
4ZQK_PD-L1_random_25,4ZQK_PD-L1,random,121,-0.6501568198204041,0.24140195548534393,0.6640743017196655,88.67321014404297,0.0,0.1098942831158638,29.894060134887695
4ZQK_PD-L1_random_26,4ZQK_PD-L1,random,82,-0.20655734241008758,0.01409517414867878,0.33940526843070984,41.87948226928711,0.007233044132590294,0.1228531077504158,40.40729904174805
4ZQK_PD-L1_random_27,4ZQK_PD-L1,random,42,-0.03635583221912384,0.1160452663898468,0.6148521304130554,45.637542724609375,0.0,0.1082596592605114,38.57005310058594
4ZQK_PD-L1_random_28,4ZQK_PD-L1,random,121,-0.6309807300567627,0.012531834654510021,0.4934798777103424,85.738525390625,0.0,0.10536788031458855,30.516233444213867
4ZQK_PD-L1_random_29,4ZQK_PD-L1,random,85,-0.06683498620986938,0.0,0.3334445357322693,74.78568267822266,0.0,0.07977119833230972,57.513235092163086
